eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,test_eplenmean,test_eprewmean
97.21,1.8600000143051147,86.43,-0.4099999964237213,992.0,0.016142698004841805,0.207763671875,2.2702088356018066,-0.027053825557231903,0.06524573266506195,0.628059595823288,65.0,16640.0,1084.4030721660001,1064960.0,86.08,0.17000000178813934
91.83,1.4800000190734863,88.54,0.49000000953674316,990.0,0.017907116562128067,0.218017578125,2.2492434978485107,-0.02544403076171875,0.09427192062139511,0.5762429535388947,66.0,16896.0,1100.9791880440007,1081344.0,91.42,-0.009999999776482582
92.86,1.2899999618530273,91.4,0.20000000298023224,988.0,0.017685413360595703,0.21630859375,2.267500162124634,-0.026199890300631523,0.09864627569913864,0.5916215777397156,67.0,17152.0,1117.600078563999,1097728.0,88.55,0.20000000298023224
94.78,1.3799999952316284,88.38,-0.25,990.0,0.016040438786149025,0.2030436247587204,2.2809805870056152,-0.025735272094607353,0.09494084864854813,0.5456948578357697,68.0,17408.0,1134.1802769940005,1114112.0,88.63,0.44999998807907104
95.18,1.590000033378601,88.15,0.47999998927116394,986.0,0.014738538302481174,0.1847330778837204,2.295269012451172,-0.026883356273174286,0.08376088738441467,0.6196080148220062,69.0,17664.0,1150.8263302489995,1130496.0,86.19,0.4099999964237213
85.79,1.600000023841858,96.76,0.47999998927116394,995.0,0.013610132969915867,0.1723225861787796,2.294630289077759,-0.025928588584065437,0.07448139786720276,0.6422141194343567,70.0,17920.0,1167.318870686,1146880.0,86.47,0.8600000143051147
93.14,1.5700000524520874,90.98,-0.10999999940395355,982.0,0.015242911875247955,0.1919759064912796,2.2831332683563232,-0.02631981484591961,0.08332478255033493,0.6228057444095612,71.0,18176.0,1184.04058687,1163264.0,87.35,-0.25999999046325684
91.96,1.7400000095367432,94.6,0.10000000149011612,988.0,0.016994697973132133,0.2026774138212204,2.277888059616089,-0.02607603184878826,0.08488359302282333,0.6254646182060242,72.0,18432.0,1200.6596211809992,1179648.0,92.0,-0.009999999776482582
99.17,1.9500000476837158,93.99,0.05999999865889549,984.0,0.014443458057940006,0.1817626953125,2.2606654167175293,-0.02665855549275875,0.07726860791444778,0.6601712703704834,73.0,18688.0,1217.3505777369992,1196032.0,92.77,0.4699999988079071
105.23,1.8200000524520874,86.96,-0.10999999940395355,994.0,0.016351347789168358,0.2069498747587204,2.251146078109741,-0.027427613735198975,0.0737352967262268,0.6402555108070374,74.0,18944.0,1233.8600185779997,1212416.0,85.95,-0.20999999344348907
96.5,1.7599999904632568,84.54,-0.03999999910593033,998.0,0.0166896041482687,0.2132975310087204,2.241074800491333,-0.027946894988417625,0.08062173426151276,0.6246735751628876,75.0,19200.0,1250.303798904999,1228800.0,87.59,0.6100000143051147
